,title,link,year,rating,runtime_mins,genres,votes,metascore,gross,synopsis
751,Confessions,https://www.imdb.com//title/tt1590089/,2010,7.7,106,"['Drama', 'Thriller']",36485,,,A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death.
752,The Lego Movie,https://www.imdb.com//title/tt1490017/,2014,7.7,100,"['Animation', 'Action', 'Adventure']",329416,83.0,$257.76M,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis."
753,Gravity,https://www.imdb.com//title/tt1454468/,2013,7.7,91,"['Drama', 'Sci-Fi', 'Thriller']",781386,96.0,$274.09M,Two astronauts work together to survive after an accident leaves them stranded in space.
754,Star Trek into Darkness,https://www.imdb.com//title/tt1408101/,2013,7.7,132,"['Action', 'Adventure', 'Sci-Fi']",467524,72.0,$228.78M,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction."
755,Beasts of No Nation,https://www.imdb.com//title/tt1365050/,2015,7.7,137,"['Drama', 'War']",75897,79.0,$0.08M,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country."
756,The Social Network,https://www.imdb.com//title/tt1285016/,2010,7.7,120,"['Biography', 'Drama']",642008,95.0,$96.96M,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea, and by the co-founder who was later squeezed out of the business."
757,X: First Class,https://www.imdb.com//title/tt1270798/,2011,7.7,131,"['Action', 'Adventure', 'Sci-Fi']",655240,65.0,$146.41M,"In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them."
758,The Hangover,https://www.imdb.com//title/tt1119646/,2009,7.7,100,['Comedy'],730491,73.0,$277.32M,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding."
759,Skyfall,https://www.imdb.com//title/tt1074638/,2012,7.7,143,"['Action', 'Adventure', 'Thriller']",639999,81.0,$304.36M,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost."
760,Silver Linings Playbook,https://www.imdb.com//title/tt1045658/,2012,7.7,122,"['Comedy', 'Drama', 'Romance']",672716,81.0,$132.09M,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own."
761,Argo,https://www.imdb.com//title/tt1024648/,2012,7.7,120,"['Biography', 'Drama', 'Thriller']",583203,86.0,$136.03M,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979."
762,500 Days of Summer,https://www.imdb.com//title/tt1022603/,2009,7.7,95,"['Comedy', 'Drama', 'Romance']",480918,76.0,$32.39M,"An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her."
763,Harry Potter and the Deathly Hallows: Part 1,https://www.imdb.com//title/tt0926084/,2010,7.7,146,"['Adventure', 'Family', 'Fantasy']",492531,65.0,$295.98M,"As Harry, Ron, and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows."
764,Ponyo,https://www.imdb.com//title/tt0876563/,2008,7.7,101,"['Animation', 'Adventure', 'Comedy']",129696,86.0,$15.09M,"A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him."
765,Frost/Nixon,https://www.imdb.com//title/tt0870111/,2008,7.7,122,"['Biography', 'Drama', 'History']",104490,80.0,$18.59M,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.
766,Paprika,https://www.imdb.com//title/tt0851578/,2006,7.7,90,"['Animation', 'Drama', 'Fantasy']",74048,81.0,$0.88M,"When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it."
767,Changeling,https://www.imdb.com//title/tt0824747/,2008,7.7,141,"['Biography', 'Crime', 'Drama']",243244,63.0,$35.74M,Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when it tries to pass off an obvious impostor as her missing child.
768,Flipped,https://www.imdb.com//title/tt0817177/,2010,7.7,90,"['Comedy', 'Drama', 'Romance']",83955,,$1.75M,Two eighth-graders start to have feelings for each other despite being total opposites.
769,The Girl Who Leapt Through Time,https://www.imdb.com//title/tt0808506/,2006,7.7,98,"['Animation', 'Adventure', 'Comedy']",61897,,,"A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own."
770,Death Note,https://www.imdb.com//title/tt0758742/,2006,7.7,126,"['Crime', 'Drama', 'Fantasy']",29076,,,"A battle between the world's two greatest minds begins when Light Yagami finds the Death Note, a notebook with the power to kill, and decides to rid the world of criminals."
771,This Is England,https://www.imdb.com//title/tt0480025/,2006,7.7,101,"['Crime', 'Drama']",117163,86.0,$0.33M,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit."
772,Ex Machina,https://www.imdb.com//title/tt0470752/,2014,7.7,108,"['Drama', 'Sci-Fi', 'Thriller']",489370,78.0,$25.44M,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.
773,After the Wedding,https://www.imdb.com//title/tt0457655/,2006,7.7,120,['Drama'],32943,78.0,$0.41M,"A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret."
774,The Last King of Scotland,https://www.imdb.com//title/tt0455590/,2006,7.7,123,"['Biography', 'Drama', 'History']",178144,74.0,$17.61M,Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.
775,Zodiac,https://www.imdb.com//title/tt0443706/,2007,7.7,157,"['Crime', 'Drama', 'Mystery']",483259,78.0,$33.08M,"In the late 1960s/early 1970s, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree."
776,Lucky Number Slevin,https://www.imdb.com//title/tt0425210/,2006,7.7,110,"['Crime', 'Drama', 'Thriller']",302663,,$22.49M,"A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him."
777,Joyeux Noel,https://www.imdb.com//title/tt0424205/,2005,7.7,116,"['Drama', 'History', 'Music']",28297,70.0,$1.05M,"In December 1914, an unofficial Christmas truce on the Western Front allows soldiers from opposing sides of the First World War to gain insight into each other's way of life."
778,Control,https://www.imdb.com//title/tt0421082/,2007,7.7,122,"['Biography', 'Drama', 'Music']",62450,78.0,$0.87M,"A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23."
779,Tangled,https://www.imdb.com//title/tt0398286/,2010,7.7,100,"['Animation', 'Adventure', 'Comedy']",415079,71.0,$200.82M,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is."
780,Black Book,https://www.imdb.com//title/tt0389557/,2006,7.7,145,"['Drama', 'Thriller', 'War']",73698,71.0,$4.40M,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance."
781,Brokeback Mountain,https://www.imdb.com//title/tt0388795/,2005,7.7,134,"['Drama', 'Romance']",331942,87.0,$83.04M,Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends.
782,3:10 to Yuma,https://www.imdb.com//title/tt0381849/,2007,7.7,122,"['Action', 'Crime', 'Drama']",294072,76.0,$53.61M,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.
783,Crash,https://www.imdb.com//title/tt0375679/,2004,7.7,112,"['Crime', 'Drama', 'Thriller']",423745,66.0,$54.58M,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption."
784,Kung Fu Hustle,https://www.imdb.com//title/tt0373074/,2004,7.7,99,"['Action', 'Comedy', 'Fantasy']",129965,78.0,$17.11M,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf."
785,The Bourne Supremacy,https://www.imdb.com//title/tt0372183/,2004,7.7,108,"['Action', 'Mystery', 'Thriller']",441289,73.0,$176.24M,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive."
786,The Machinist,https://www.imdb.com//title/tt0361862/,2004,7.7,101,"['Drama', 'Thriller']",365019,61.0,$1.08M,An industrial worker who hasn't slept in a year begins to doubt his own sanity.
787,Ray,https://www.imdb.com//title/tt0350258/,2004,7.7,152,"['Biography', 'Drama', 'Music']",140752,73.0,$75.33M,"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s."
788,Lost in Translation,https://www.imdb.com//title/tt0335266/,2003,7.7,102,"['Comedy', 'Drama']",424674,89.0,$44.59M,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.
789,Harry Potter and the Goblet of Fire,https://www.imdb.com//title/tt0330373/,2005,7.7,157,"['Adventure', 'Family', 'Fantasy']",563028,81.0,$290.01M,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares."
790,Man on Fire,https://www.imdb.com//title/tt0328107/,2004,7.7,146,"['Action', 'Crime', 'Drama']",335179,,$77.91M,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect."
791,Coraline,https://www.imdb.com//title/tt0327597/,2009,7.7,100,"['Animation', 'Drama', 'Family']",203112,80.0,$75.29M,"An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets."
792,The Last Samurai,https://www.imdb.com//title/tt0325710/,2003,7.7,154,"['Action', 'Drama']",407477,,$111.11M,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.
793,The Magdalene Sisters,https://www.imdb.com//title/tt0318411/,2002,7.7,114,['Drama'],26271,83.0,$4.89M,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.
794,Finding Neverland,https://www.imdb.com//title/tt0308644/,2004,7.7,106,"['Biography', 'Drama', 'Family']",200676,67.0,$51.68M,The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.
795,Good Bye Lenin!,https://www.imdb.com//title/tt0301357/,2003,7.7,121,"['Comedy', 'Drama', 'Romance']",140043,68.0,$4.06M,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared."
796,In America,https://www.imdb.com//title/tt0298845/,2002,7.7,105,['Drama'],40727,76.0,$15.54M,A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.
797,Adaptation.,https://www.imdb.com//title/tt0268126/,2002,7.7,115,"['Comedy', 'Drama']",181803,83.0,$22.25M,A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.
798,Black Hawk Down,https://www.imdb.com//title/tt0265086/,2001,7.7,144,"['Drama', 'History', 'War']",370947,74.0,$108.64M,160 elite U.S. soldiers drop into Somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed Somalis.
799,Road to Perdition,https://www.imdb.com//title/tt0257044/,2002,7.7,117,"['Crime', 'Drama', 'Thriller']",251918,72.0,$104.45M,"A mob enforcer's son witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge."
800,Das Experiment,https://www.imdb.com//title/tt0250258/,2001,7.7,120,"['Drama', 'Thriller']",91629,,$0.14M,"For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence."
801,Billy Elliot,https://www.imdb.com//title/tt0249462/,2000,7.7,110,"['Drama', 'Music']",128705,74.0,$22.00M,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.
802,Hedwig and the Angry Inch,https://www.imdb.com//title/tt0248845/,2001,7.7,95,"['Comedy', 'Drama', 'Music']",32473,85.0,$3.03M,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.
803,The Count of Monte Cristo,https://www.imdb.com//title/tt0245844/,2002,7.7,131,"['Action', 'Adventure', 'Drama']",131212,61.0,$54.23M,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge."
804,Ocean's Eleven,https://www.imdb.com//title/tt0240772/,2001,7.7,116,"['Crime', 'Thriller']",528543,74.0,$183.42M,Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.
805,Vampire Hunter D: Bloodlust,https://www.imdb.com//title/tt0216651/,2000,7.7,103,"['Animation', 'Action', 'Fantasy']",29874,62.0,$0.15M,"When a girl is abducted by a vampire, a legendary bounty hunter is hired to bring her back."
806,"O Brother, Where Art Thou?",https://www.imdb.com//title/tt0190590/,2000,7.7,107,"['Adventure', 'Comedy', 'Crime']",293982,69.0,$45.51M,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them."
807,Interstate 60: Episodes of the Road,https://www.imdb.com//title/tt0165832/,2002,7.7,116,"['Adventure', 'Comedy', 'Drama']",30531,,,"Neal Oliver, a very confused young man and an artist, takes a journey of a lifetime on a highway I60 that doesn't exist on any of the maps, going to the places he never even heard of, searching for an answer and his dreamgirl."
808,"South Park: Bigger, Longer & Uncut",https://www.imdb.com//title/tt0158983/,1999,7.7,81,"['Animation', 'Comedy', 'Fantasy']",194398,73.0,$52.04M,"When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame."
809,Office Space,https://www.imdb.com//title/tt0151804/,1999,7.7,89,['Comedy'],247240,68.0,$10.82M,Three company workers who hate their jobs decide to rebel against their greedy boss.
810,Happiness,https://www.imdb.com//title/tt0147612/,1998,7.7,134,"['Comedy', 'Drama']",67338,81.0,$2.81M,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection."
811,Training Day,https://www.imdb.com//title/tt0139654/,2001,7.7,122,"['Crime', 'Drama', 'Thriller']",401800,69.0,$76.63M,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.
812,Run Lola Run,https://www.imdb.com//title/tt0130827/,1998,7.7,81,"['Crime', 'Drama', 'Thriller']",190507,77.0,$7.27M,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks."
813,Rushmore,https://www.imdb.com//title/tt0128445/,1998,7.7,93,"['Comedy', 'Drama', 'Romance']",173138,86.0,$17.11M,The extracurricular king of Rushmore Preparatory School is put on academic probation.
814,Open Your Eyes,https://www.imdb.com//title/tt0125659/,1997,7.7,119,"['Drama', 'Mystery', 'Sci-Fi']",65087,,$0.37M,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured."
815,Being John Malkovich,https://www.imdb.com//title/tt0120601/,1999,7.7,113,"['Comedy', 'Drama', 'Fantasy']",317958,90.0,$22.86M,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.
816,Taste of Cherry,https://www.imdb.com//title/tt0120265/,1997,7.7,95,['Drama'],25618,80.0,$0.31M,An Iranian man drives his truck in search of someone who will quietly bury him under a cherry tree after he commits suicide.
817,As Good as It Gets,https://www.imdb.com//title/tt0119822/,1997,7.7,139,"['Comedy', 'Drama', 'Romance']",281044,67.0,$148.48M,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery."
818,The Fifth Element,https://www.imdb.com//title/tt0119116/,1997,7.7,126,"['Action', 'Adventure', 'Sci-Fi']",442377,,$63.54M,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay."
819,Le Dîner de Cons,https://www.imdb.com//title/tt0119038/,1998,7.7,80,['Comedy'],38117,73.0,$4.07M,"A few friends have a weekly fools' dinner, where each brings a fool along. Pierre finds a champion fool for next dinner. Surprise."
820,Donnie Brasco,https://www.imdb.com//title/tt0119008/,1997,7.7,127,"['Biography', 'Crime', 'Drama']",286288,76.0,$41.91M,"An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one."
821,Shine,https://www.imdb.com//title/tt0117631/,1996,7.7,105,"['Biography', 'Drama', 'Music']",52090,87.0,$35.81M,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim."
822,Primal Fear,https://www.imdb.com//title/tt0117381/,1996,7.7,129,"['Crime', 'Drama', 'Mystery']",194798,,$56.12M,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep."
823,Hamlet,https://www.imdb.com//title/tt0116477/,1996,7.7,242,['Drama'],36439,,$4.41M,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing."
824,Sense and Sensibility,https://www.imdb.com//title/tt0114388/,1995,7.7,136,"['Drama', 'Romance']",105499,84.0,$43.18M,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites."
825,A Little Princess,https://www.imdb.com//title/tt0113670/,1995,7.7,97,"['Drama', 'Family', 'Fantasy']",32786,83.0,$10.02M,A young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead.
826,Fallen Angels,https://www.imdb.com//title/tt0112913/,1995,7.7,99,"['Comedy', 'Crime', 'Drama']",29164,71.0,,"This Hong Kong-set crime drama follows the lives of a hitman, hoping to get out of the business, and his elusive female partner."
827,Il Postino,https://www.imdb.com//title/tt0110877/,1994,7.7,108,"['Biography', 'Comedy', 'Drama']",34372,81.0,$21.85M,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice."
828,Clerks,https://www.imdb.com//title/tt0109445/,1994,7.7,92,['Comedy'],213814,70.0,$3.15M,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof."
829,What's Eating Gilbert Grape,https://www.imdb.com//title/tt0108550/,1993,7.7,118,['Drama'],220091,73.0,$9.17M,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.
830,Short Cuts,https://www.imdb.com//title/tt0108122/,1993,7.7,188,"['Comedy', 'Drama']",42911,79.0,$6.11M,The day-to-day lives of several suburban Los Angeles residents.
831,Philadelphia,https://www.imdb.com//title/tt0107818/,1993,7.7,125,['Drama'],228706,66.0,$77.32M,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit."
832,The Muppet Christmas Carol,https://www.imdb.com//title/tt0104940/,1992,7.7,85,"['Comedy', 'Drama', 'Family']",50951,64.0,$27.28M,The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.
833,Malcolm X,https://www.imdb.com//title/tt0104797/,1992,7.7,202,"['Biography', 'Drama', 'History']",88278,73.0,$48.17M,"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam."
834,The Last of the Mohicans,https://www.imdb.com//title/tt0104691/,1992,7.7,112,"['Action', 'Adventure', 'Drama']",155261,76.0,$75.51M,Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.
835,Porco Rosso,https://www.imdb.com//title/tt0104652/,1992,7.7,94,"['Animation', 'Adventure', 'Comedy']",80867,83.0,,"In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig."
836,Glengarry Glen Ross,https://www.imdb.com//title/tt0104348/,1992,7.7,100,"['Crime', 'Drama', 'Mystery']",97739,82.0,$10.73M,An examination of the machinations behind the scenes at a real estate office.
837,A Few Good Men,https://www.imdb.com//title/tt0104257/,1992,7.7,138,"['Drama', 'Thriller']",241333,62.0,$141.34M,Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.
838,Night on Earth,https://www.imdb.com//title/tt0102536/,1991,7.7,129,"['Comedy', 'Drama']",56714,68.0,$2.02M,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.
839,Fried Green Tomatoes at the Whistle Stop Cafe,https://www.imdb.com//title/tt0101921/,1991,7.7,130,['Drama'],68776,64.0,$82.42M,A housewife who is unhappy with her life befriends an old lady in a nursing home and is enthralled by the tales she tells of people she used to know.
840,Barton Fink,https://www.imdb.com//title/tt0101410/,1991,7.7,116,"['Comedy', 'Drama', 'Thriller']",115252,69.0,$6.15M,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.
841,Miller's Crossing,https://www.imdb.com//title/tt0100150/,1990,7.7,115,"['Crime', 'Drama', 'Thriller']",127946,66.0,$5.08M,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties."
842,Who Framed Roger Rabbit,https://www.imdb.com//title/tt0096438/,1988,7.7,104,"['Animation', 'Adventure', 'Comedy']",185792,83.0,$156.45M,A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.
843,The Vanishing,https://www.imdb.com//title/tt0096163/,1988,7.7,107,"['Mystery', 'Thriller']",34785,,,"Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor."
844,The Last Emperor,https://www.imdb.com//title/tt0093389/,1987,7.7,163,"['Biography', 'Drama', 'History']",96747,76.0,$43.98M,The story of the final Emperor of China.
845,Evil Dead II,https://www.imdb.com//title/tt0092991/,1987,7.7,84,"['Comedy', 'Horror']",151031,72.0,$5.92M,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.
846,Empire of the Sun,https://www.imdb.com//title/tt0092965/,1987,7.7,153,"['Action', 'Drama', 'History']",118169,62.0,$22.24M,A young English boy struggles to survive under Japanese occupation of China during World War II.
847,The Name of the Rose,https://www.imdb.com//title/tt0091605/,1986,7.7,130,"['Crime', 'Drama', 'Mystery']",103813,,$7.15M,An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.
848,Down by Law,https://www.imdb.com//title/tt0090967/,1986,7.7,107,"['Comedy', 'Crime', 'Drama']",48891,75.0,$1.44M,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state."
849,Blue Velvet,https://www.imdb.com//title/tt0090756/,1986,7.7,120,"['Drama', 'Mystery', 'Thriller']",185330,76.0,$8.55M,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child."
850,The Purple Rose of Cairo,https://www.imdb.com//title/tt0089853/,1985,7.7,82,"['Comedy', 'Fantasy', 'Romance']",47924,75.0,$10.63M,"In New Jersey in 1935, a movie character walks off the screen and into the real world."
851,After Hours,https://www.imdb.com//title/tt0088680/,1985,7.7,97,"['Comedy', 'Crime', 'Drama']",62304,90.0,$10.60M,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho who he met that evening at a coffee shop.
852,Zelig,https://www.imdb.com//title/tt0086637/,1983,7.7,79,['Comedy'],40496,,$11.80M,"""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people."
853,The Verdict,https://www.imdb.com//title/tt0084855/,1982,7.7,129,['Drama'],37058,77.0,$54.00M,A lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.
854,Star Trek II: The Wrath of Khan,https://www.imdb.com//title/tt0084726/,1982,7.7,113,"['Action', 'Adventure', 'Sci-Fi']",114542,67.0,$78.91M,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon."
855,First Blood,https://www.imdb.com//title/tt0083944/,1982,7.7,93,"['Action', 'Adventure']",233296,61.0,$47.21M,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.
856,Ordinary People,https://www.imdb.com//title/tt0081283/,1980,7.7,124,['Drama'],48288,86.0,$54.80M,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son."
857,Airplane!,https://www.imdb.com//title/tt0080339/,1980,7.7,88,['Comedy'],220016,78.0,$83.40M,A man afraid to fly must ensure that a plane lands safely after the pilots become sick.
858,The Castle of Cagliostro,https://www.imdb.com//title/tt0079833/,1979,7.7,100,"['Animation', 'Action', 'Adventure']",28066,71.0,,"A dashing thief, his gang of desperadoes and an intrepid policeman struggle to free a princess from an evil count's clutches, and learn the hidden secret to a fabulous treasure that she holds part of a key to."
859,Halloween,https://www.imdb.com//title/tt0077651/,1978,7.7,91,"['Horror', 'Thriller']",237722,87.0,$47.00M,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again."
860,The Tenant,https://www.imdb.com//title/tt0074811/,1976,7.7,126,"['Drama', 'Thriller']",41065,71.0,$1.92M,A bureaucrat rents a Paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia.
861,Love and Death,https://www.imdb.com//title/tt0073312/,1975,7.7,85,"['Comedy', 'War']",36725,89.0,,"In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon."
862,The Taking of Pelham One Two Three,https://www.imdb.com//title/tt0072251/,1974,7.7,104,"['Action', 'Crime', 'Thriller']",27675,68.0,$2.49M,"In New York, armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid, how could they get away?"
863,Blazing Saddles,https://www.imdb.com//title/tt0071230/,1974,7.7,93,"['Comedy', 'Western']",128480,73.0,$119.50M,"In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary."
864,Serpico,https://www.imdb.com//title/tt0070666/,1973,7.7,130,"['Biography', 'Crime', 'Drama']",113048,87.0,$29.80M,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.
865,Enter The Dragon,https://www.imdb.com//title/tt0070034/,1973,7.7,102,"['Action', 'Crime', 'Drama']",98801,83.0,$25.00M,A secret agent comes to an opium lord's island fortress with other fighters for a martial-arts tournament.
866,Deliverance,https://www.imdb.com//title/tt0068473/,1972,7.7,109,"['Adventure', 'Drama', 'Thriller']",100814,80.0,$7.06M,"Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country."
867,The French Connection,https://www.imdb.com//title/tt0067116/,1971,7.7,104,"['Action', 'Crime', 'Drama']",113248,94.0,$15.63M,A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.
868,Dirty Harry,https://www.imdb.com//title/tt0066999/,1971,7.7,102,"['Action', 'Crime', 'Thriller']",146379,90.0,$35.90M,"When a madman calling himself ""the Scorpio Killer"" menaces the city, tough-as-nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath."
869,The Odd Couple,https://www.imdb.com//title/tt0063374/,1968,7.7,105,['Comedy'],32397,86.0,$44.53M,"Two friends try sharing an apartment, but their ideas of housekeeping and lifestyles are as different as night and day."
